epoch,fit time
0,19.782328057
1,6.454122887999972
2,6.325528679999991
3,7.0223736789999975
4,6.352793222999992
5,6.879793159999991
6,6.427504204000002
7,6.410118161000014
8,6.379441906000011
9,6.861776801000019
10,6.692668655000006
11,6.307883624999988
12,7.072522902000003
13,6.423176331000008
14,12.027287871999988
15,6.359518213000001
16,7.048676112999999
17,6.316321751999965
18,6.3540720350000015
19,6.997404761000041
20,6.362838371999999
21,6.353720329999987
22,7.178375383000002
23,7.847204902999977
24,6.470662453999978
25,10.376640645000009
26,7.052288359999977
27,6.4098039500000255
28,7.008847180999965
29,6.392231100000004
30,6.89324998699999
31,6.432917470999996
32,6.4147163160000105
33,7.064463488999991
34,6.3433158400000025
35,6.886594067000033
36,6.474489968
37,6.375769022999975
38,6.944294097000011
39,6.43234271
40,7.080257457000016
41,6.50032581399995
42,6.380407546000015
43,6.943373054999995
44,6.39573840700001
45,6.442890981999994
46,6.9336486610000065
47,6.423730479999961
48,6.394001910999975
49,6.981725777000008
50,7.217179164000015
51,6.38023405499996
52,6.400700366000024
53,6.357639309000092
54,6.428663355000026
55,6.382738261999975
56,6.9425563260000445
57,6.506670429999986
58,6.522120718999986
59,6.99400097299997
60,6.407860727999946
61,7.096088143999964
62,6.470493807000025
63,6.438225032999981
64,6.409130237999989
65,6.5044990650000045
66,6.479127895000033
67,6.972297142000002
68,6.619800320000081
69,6.578920313000026
70,7.133347828000069
71,6.563523669999995
72,6.635909360000028
73,6.51376983900002
74,7.589554026999963
75,6.767734389999987
76,7.2058201269999245
77,6.647971990999963
78,6.610413084000015
79,6.607106384000076
80,6.635945177999929
81,7.031587513999966
82,6.465186319000054
83,6.496310482000013
84,6.902794773999972
85,6.442775044000086
86,6.969797233999998
87,6.591211519000012
88,6.612196041000061
89,6.995429661000003
90,6.394630492999909
91,7.112640558999942
92,6.6654146580000315
93,6.691452507999998
94,7.133672810999997
95,6.691701181999974
96,6.592942262000065
97,7.079115552999951
98,6.506642182000064
99,6.598199501000067
100,7.204467763000025
101,6.649813748999918
102,6.6955837570000085
103,7.341089433999969
104,6.653192982000064
105,6.548692303999928
106,7.0909509350000235
107,6.760920910999971
108,7.299679300999969
109,6.719824074999906
110,6.734405042999924
111,6.657482880000089
112,7.276360102000012
113,6.8476547950000395
114,7.669285333999937
115,6.971710506000022
116,6.893895239000017
117,7.581541721000008
118,6.989548465999974
119,7.370014750999985
120,6.940692399
121,7.639694888000008
122,6.941156485999954
123,6.848238008999942
124,6.858285682999963
125,6.922456644000022
126,7.154655385000069
127,7.0887579150000875
128,7.121431719000157
129,7.629037948999894
130,7.194108490999952
131,7.201547223000034
132,7.146453826999959
133,6.994911531000071
134,6.836235898000041
135,6.92229420700005
136,6.8228480039999795
137,7.403159814999981
138,6.822960680999813
139,6.85277290099998
140,6.795753606000062
141,6.8406810460001
142,6.86617625100007
143,8.050268195999934
144,6.896272151999938
145,6.957162631999836
146,7.455856849000156
147,6.820754982999915
148,6.864129811000112
149,6.857042777999823
150,7.399747142000024
151,6.971473561000039
152,7.821591462000015
153,6.982208834999938
154,7.2049428149998676
155,6.99449483699982
156,7.600988858999926
157,7.097975209999959
158,7.079108941999948
159,7.6418463970001085
160,7.1018080399999235
161,7.7088483550001
162,7.012513100999968
163,7.0068435550001595
164,6.950708144999908
165,6.900662603000001
166,6.897106879000148
167,7.496684461000086
168,7.0075936900000215
169,7.702757037000083
170,6.976270076999981
171,6.98980979199996
172,7.689048185000047
173,7.052870352000127
174,6.989384876999793
175,6.928171235000036
176,6.993828678
177,6.943546205999837
178,6.943865975000108
179,7.0003932889999305
180,6.890515399000151
181,7.640437726000073
182,6.992535893000195
183,7.110886619999974
184,7.131235593999918
185,7.005828026000017
186,7.133661719999964
187,7.581443707000062
188,7.155718337000053
189,7.089711610999984
190,7.0167388269999265
191,7.588211786000102
192,7.124511250000069
193,7.049403055000084
194,7.0063974100000905
195,7.541524792000018
196,7.111096213999872
197,7.01081788800002
198,7.631891977999885
199,7.061503408000135
200,7.0044710969998505
201,7.164741797000033
202,7.774091734999956
203,7.0617154890001075
204,7.028608179999992
205,7.572890614000016
206,7.099171840999816
207,6.980917168000133
208,7.620547253999803
209,7.117219370999919
210,7.108108858999913
211,7.054194930999984
212,7.030501558999958
213,7.081853257000148
214,6.965621927000029
215,7.5042563359997985
216,7.00751392899997
217,7.085367767999969
218,7.0832659530001365
219,7.069088901999976
220,6.973961198999859
221,7.041181967000057
222,7.030723561000059
223,7.134408291
224,7.606156503999955
225,7.060001021000062
226,7.058703896999987
227,7.779876564000006
228,7.0936473449999085
229,7.8824833459998445
230,7.093682036000018
231,7.830494970000018
232,7.202083173000119
233,7.050845700999844
234,7.158692727000016
235,7.214207772999998
236,7.792339292999941
237,8.917396846999964
238,8.152838800999916
239,7.2375282929999685
240,7.241479691999984
241,7.251715129999866
242,7.820444172999942
243,7.5017276040000525
244,7.441006474999995
245,7.2979616969998915
246,7.6627929510000286
247,7.226944314000093
248,7.155488139999989
249,7.657485914000063
250,7.179153227000143
251,7.286489225000196
252,7.171130531000017
253,7.181061164000084
254,7.657176634000052
255,7.2816710459999285
256,7.196381573000053
257,7.150306130999979
258,7.212625791999926
259,7.166874144999838
260,7.279127983999842
261,7.244330835000028
262,7.27411701799997
263,7.840232938999861
264,7.205477513000005
265,7.163739953999993
266,7.16862389500011
267,7.27405673200019
268,7.3228333199999724
269,7.312547210999583
270,7.268641402999947
271,7.7799735369999325
272,7.3298417649998555
273,7.3901648099999875
274,7.395205633999922
275,7.39482699500013
276,7.277298998999868
277,7.338433704000181
278,7.4546558480001295
279,7.31269307499997
280,7.371765334999964
281,7.299471672999971
282,7.437468597000134
283,7.432114448999982
284,7.358827008999924
285,7.461139744999855
286,8.196487453999907
287,7.409321617999922
288,7.4622419239999545
289,7.503442621000431
290,7.922368372999699
291,7.5229995489999055
292,7.403690556999663
293,7.385833789000117
294,7.405021089999991
295,7.467031645999668
296,7.8846129960002145
297,7.465771718000269
298,7.375254973999745
299,7.4621940980000545
